Count,Title,Release Date,Team,Team1,Team2,Rating,Number of Reviews,Genres,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Summary,Plays,Playing,Backlogs,Wishlist,Team Count
56,Devil May Cry 5,2019-03-08,"['Capcom', 'Capcom Development Division 1']",Capcom, Capcom Development Division 1,4.3,1900,"['Adventure', 'Brawler']",Adventure,Brawler,Not applicable,Not applicable,Not applicable,Not applicable,devil may cry 5 is a brandnew entry in the legendary overthetop action series devil may cry the game features three playable characters each with a radically different stylish combat play style as they take on the city overrun with demons developed with capcom’s inhouse proprietary re engine the series continues to achieve new heights in fidelity with graphics that utilize photorealistic character designs and stunning lighting and environmental effects,12000,524,4100,2400,2
57,Overwatch 2,2022-10-04,['Blizzard Entertainment'],Blizzard Entertainment,Not applicable,2.7,491,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,reunite and stand together in a new age of heroes overwatch 2 builds on an awardwinning foundation of epic competitive play and challenges the world’s heroes to team up power up and take on an overwhelming outbreak of threats around the globe,6600,1100,292,171,1
58,Resident Evil 4,2005-01-11,"['Capcom', 'Capcom Production Studio 4']",Capcom, Capcom Production Studio 4,4.3,2300,['Shooter'],Shooter,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,resident evil 4 is the sixth installment of the resident evil series praised as a revolution from the core games it was the first title to implement a thirdperson view rather than the original fixed camera angles its predecessors had its mechanics have been completely revamped to incorporate fastpaced gunplay quick controls and shootouts involving massive crowds of enemies in more open areas the brandnew ai system and open environments allow enemies to work together to capture and corner leon enemies are now humans which allows them to climb up ladders open doors and use weapons throughout the game resident evil 4 had one of the most tormented developments in any game four proposed versions of the game were discarded by the developers before the finished product was released,14000,360,3000,1200,2
59,Final Fantasy VII Remake,2020-04-10,['Square Enix'],Square Enix,Not applicable,4.1,2000,"['Adventure', 'RPG']",Adventure,RPG,Not applicable,Not applicable,Not applicable,Not applicable,a spectacular reimagining of one of the most visionary games ever final fantasy vii remake rebuilds and expands the legendary rpg for today the first game in this project is set in the eclectic city of midgar and presents a fully standalone gaming experience,12000,898,4200,2200,1
60,Sonic Frontiers,2022-11-08,"['Sega', 'Sonic Team']",Sega, Sonic Team,3.6,974,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,"worlds will collide in sonic the hedgehog’s newest adventure
an experience like never before accelerate to new heights and experience the thrill of high velocity openzone freedom battle powerful enemies as you speed through the starfall islands  landscapes brimming with dense forests overflowing waterfalls sizzling deserts and more",2900,491,1300,1800,2
61,Inscryption,2021-10-19,"['Devolver Digital', 'Daniel Mullins Games']",Devolver Digital, Daniel Mullins Games,4.1,1000,"['Adventure', 'Card-Board-Game', 'Indie', 'Puzzle', 'Strategy']",Adventure,Card-Board-Game,Indie,Puzzle,Strategy,Not applicable,inscryption is an inky black cardbased odyssey that blends the deckbuilding roguelike escaperoom style puzzles and psychological horror into a bloodlaced smoothie darker still are the secrets inscrybed upon the cards,5400,557,2300,2300,2
62,Tunic,2022-03-16,"['Andrew Shouldice', 'Finji']",Andrew Shouldice, Finji,3.9,891,"['Adventure', 'Indie', 'Puzzle', 'RPG']",Adventure,Indie,Puzzle,RPG,Not applicable,Not applicable,tunic is an action adventure about a tiny fox in a big world explore the wilderness discover spooky ruins and fight terrible creatures from long ago,3400,489,2400,2600,2
63,Dark Souls,2011-09-22,"['FromSoftware', 'Bandai Namco Entertainment']",FromSoftware, Bandai Namco Entertainment,4.3,2100,"['Adventure', 'RPG']",Adventure,RPG,Not applicable,Not applicable,Not applicable,Not applicable,an action rpg and spiritual sequel to demons souls in which the player embodies the chosen undead who is tasked with fulfilling an ancient prophecy by ringing the bells of awakening in the dark fantasy setting of lordran an open world with intricate areas full of beasts former humans gone hollow and magical abominations whom the player must overcome in challenging and unforgiving combat,14000,447,2500,1400,2
64,The Legend of Zelda: Ocarina of Time,1998-11-21,"['Nintendo', 'Nintendo EAD']",Nintendo, Nintendo EAD,4.3,2200,"['Adventure', 'RPG']",Adventure,RPG,Not applicable,Not applicable,Not applicable,Not applicable,the legend of zelda ocarina of time is the fifth main installment of the legend of zelda series and the first to be released for the nintendo 64 it was one of the most highly anticipated games of its age and is listed among the greatest video games ever created by numerous websites and magazines the gameplay of ocarina of time was revolutionary for its time it has arguably made more of an impact on later games in the series than any of its predecessors even though they had the same cores of exploration dungeons puzzles and item usage among the gameplay mechanics one of the most noteworthy is the timetraveling system the game begins with the player controlling the child link but later on an adult link becomes a playable character as well and each of them has certain unique abilities ocarina of time also introduces the use of music to solve puzzles as new songs are learned they can be used to solve puzzles gain access to new areas and warp to different locations dungeon exploration is somewhat more puzzleoriented than in earlier games but they are not too complex,17000,433,3000,1400,2
65,Deltarune: Chapter 2,2021-09-17,"['8-4', 'tobyfox']",8-4, tobyfox,4.3,737,"['Adventure', 'Indie', 'RPG', 'Turn-Based-Strategy']",Adventure,Indie,RPG,Turn-Based-Strategy,Not applicable,Not applicable,"deltarune chapter 2 is the next installment of the sequel to beloved indie darling undertalein a different world this time around two more classmates join the protagonists in their adventure as they too discover a mysterious world hidden behind a door called the cyber world
players with no save data will be able to start right at chapter 2 “as long as you generally remember what happened storywise you’ll be fine” the developers said in an faq",7500,222,2100,753,2
66,Chrono Trigger,1995-03-11,['Square'],Square,Not applicable,4.5,1900,"['Adventure', 'RPG']",Adventure,RPG,Not applicable,Not applicable,Not applicable,Not applicable,in this turnbased japanese rpg young crono must travel through time through a misfunctioning teleporter to rescue his misfortunate companion and take part in an intricate web of past and present perils the adventure that ensues soon unveils an evil force set to destroy the world triggering cronos race against time to change the course of history and bring about a brighter future,9100,518,4900,2200,1
67,Metal Gear Solid 2: Sons of Liberty,2001-11-13,"['Konami Computer Entertainment Japan', 'Konami']",Konami Computer Entertainment Japan, Konami,4.4,1800,['Adventure'],Adventure,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,metal gear solid 2 sons of liberty is the sequel to the espionage action game metal gear solid much of the gameplay remains the same as the games protagonist has to sneak past guards outsmart them using various gadgets and defeat the tricky boss enemies the game expanded its predecessors cover mechanic with solid snake or raiden able to take cover behind walls or objects and pop out to shoot at enemies while the improved enemy ai allowed enemies to also take cover from the player metal gear solid 2 is considered to be one of the greatest video games of all time as well as a leading example of artistic expression in video games,10000,161,2600,1400,2
68,Super Mario World,1990-11-21,"['Nintendo', 'Nintendo EAD']",Nintendo, Nintendo EAD,4.2,2100,"['Adventure', 'Platform']",Adventure,Platform,Not applicable,Not applicable,Not applicable,Not applicable,a 2d platformer and first entry on the snes in the super mario franchise super mario world follows mario as he attempts to defeat bowsers underlings and rescue princess peach from his clutches the game features a save system a less linear world map an expanded movement arsenal and numerous new items for mario alongside new approaches to level design and art direction,18000,218,1700,460,2
69,Death Stranding,2019-11-08,"['Sony Interactive Entertainment', 'Kojima Productions']",Sony Interactive Entertainment, Kojima Productions,3.9,1600,"['Adventure', 'RPG', 'Shooter']",Adventure,RPG,Shooter,Not applicable,Not applicable,Not applicable,"from legendary game creator hideo kojima comes an allnew genredefying open world action adventure starring norman reedus mads mikkelsen léa seydoux and lindsay wagner
in the near future mysterious explosions have rocked the globe setting off a series of supernatural events known as the death stranding with otherworldly creatures plaguing the landscape and mass extinction imminent it’s up to sam porter bridges to travel across the ravaged wasteland and save humanity from impending annihilation",9400,934,4800,2400,2
70,Marvel's Spider-Man: Miles Morales,2020-11-12,"['Insomniac Games', 'Sony Interactive Entertainment']",Insomniac Games, Sony Interactive Entertainment,3.9,1600,"['Adventure', 'Brawler']",Adventure,Brawler,Not applicable,Not applicable,Not applicable,Not applicable,the latest adventure in the spiderman universe will build on and expand ‘marvel’s spiderman’ through an allnew story players will experience the rise of miles morales as he masters new powers to become his own spiderman,9900,372,2800,2800,2
